"Endeavor","Normal","Physical",0,100,5,0,"normal","Deals damage to the target equal to (target's current HP - user's current HP). The target is unaffected if its current HP is less than or equal to the user's current HP.",
"Endure","Normal","Status",0,true,10,4,"self","The user will survive attacks made by other Pokemon during this turn with at least 1 HP. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Energy Ball","Grass","Special",90,100,10,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Entrainment","Normal","Status",0,100,15,0,"normal","Causes the target's Ability to become the same as the user's. Fails if the target's Ability is Battle Bond, Comatose, Disguise, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, Truant, Zen Mode, or the same Ability as the user, or if the user's Ability is Battle Bond, Comatose, Disguise, Flower Gift, Forecast, Illusion, Imposter, Multitype, Power Construct, Power of Alchemy, Receiver, RKS System, Schooling, Shields Down, Stance Change, Trace, or Zen Mode.",
"Eruption","Fire","Special",150,100,5,0,"allAdjacentFoes","Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1.",
"Explosion","Normal","Physical",250,100,5,0,"allAdjacent","The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability.",
"Extrasensory","Psychic","Special",80,100,20,0,"normal","Has a 10% chance to make the target flinch.",
"Extreme Evoboost","Normal","Status",0,true,1,0,"self","Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 2 stages.",
"Extreme Speed","Normal","Physical",80,100,5,2,"normal","No additional effect.",
"Facade","Normal","Physical",70,100,20,0,"normal","Power doubles if the user is burned, paralyzed, or poisoned. The physical damage halving effect from the user's burn is ignored.",
"Fairy Lock","Fairy","Status",0,true,10,0,"all","Prevents all active Pokemon from switching next turn. A Pokemon can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. Fails if the effect is already active.",
"Fairy Wind","Fairy","Special",40,100,30,0,"normal","No additional effect.",
"Fake Out","Normal","Physical",40,100,10,3,"normal","Has a 100% chance to make the target flinch. Fails unless it is the user's first turn on the field.",
"Fake Tears","Dark","Status",0,100,20,0,"normal","Lowers the target's Special Defense by 2 stages.",
"False Swipe","Normal","Physical",40,100,40,0,"normal","Leaves the target with at least 1 HP.",
"Feather Dance","Flying","Status",0,100,15,0,"normal","Lowers the target's Attack by 2 stages.",
"Feint","Normal","Physical",30,100,10,2,"normal","If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.",
"Feint Attack","Dark","Physical",60,true,20,0,"normal","This move does not check accuracy.",
"Fell Stinger","Bug","Physical",50,100,25,0,"normal","Raises the user's Attack by 3 stages if this move knocks out the target.",
"Fiery Dance","Fire","Special",80,100,10,0,"normal","Has a 50% chance to raise the user's Special Attack by 1 stage.",
"Final Gambit","Fighting","Special",0,100,5,0,"normal","Deals damage to the target equal to the user's current HP. If this move is successful, the user faints.",
"Fire Blast","Fire","Special",110,85,5,0,"normal","Has a 10% chance to burn the target.",
"Fire Fang","Fire","Physical",65,95,15,0,"normal","Has a 10% chance to burn the target and a 10% chance to make it flinch.",
"Fire Lash","Fire","Physical",80,100,15,0,"normal","Has a 100% chance to lower the target's Defense by 1 stage.",
"Fire Pledge","Fire","Special",80,100,10,0,"normal","If one of the user's allies chose to use Grass Pledge or Water Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Grass Pledge, the ally uses Fire Pledge with 150 power and a sea of fire appears on the target's side for 4 turns, which causes damage to non-Fire types equal to 1/8 of their maximum HP, rounded down, at the end of each turn during effect, including the last turn. If combined with Water Pledge, the ally uses Water Pledge with 150 power and a rainbow appears on the user's side for 4 turns, which doubles secondary effect chances and stacks with the Serene Grace Ability, except effects that cause flinching can only have their chance doubled once. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Fire Gem.",
"Fire Punch","Fire","Physical",75,100,15,0,"normal","Has a 10% chance to burn the target.",
"Fire Spin","Fire","Special",35,85,15,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"First Impression","Bug","Physical",90,100,10,2,"normal","Fails unless it is the user's first turn on the field.",
"Fissure","Ground","Physical",0,30,5,0,"normal","Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",
"Flail","Normal","Physical",0,100,15,0,"normal","The power of this move is 20 if X is 33 to 48, 40 if X is 17 to 32, 80 if X is 10 to 16, 100 if X is 5 to 9, 150 if X is 2 to 4, and 200 if X is 0 or 1, where X is equal to (user's current HP * 48 / user's maximum HP), rounded down.",
"Flame Burst","Fire","Special",70,100,15,0,"normal","If this move is successful, the target's ally loses 1/16 of its maximum HP, rounded down, unless it has the Magic Guard Ability.",
"Flame Charge","Fire","Physical",50,100,20,0,"normal","Has a 100% chance to raise the user's Speed by 1 stage.",
"Flame Wheel","Fire","Physical",60,100,25,0,"normal","Has a 10% chance to burn the target.",
"Flamethrower","Fire","Special",90,100,15,0,"normal","Has a 10% chance to burn the target.",
"Flare Blitz","Fire","Physical",120,100,15,0,"normal","Has a 10% chance to burn the target. If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",
"Flash","Normal","Status",0,100,20,0,"normal","Lowers the target's accuracy by 1 stage.",
"Flash Cannon","Steel","Special",80,100,10,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Flatter","Dark","Status",0,100,15,0,"normal","Raises the target's Special Attack by 1 stage and confuses it.",
"Fleur Cannon","Fairy","Special",130,90,5,0,"normal","Lowers the user's Special Attack by 2 stages.",
"Fling","Dark","Physical",0,100,10,0,"normal","The power of this move is based on the user's held item. The held item is lost and it activates for the target if applicable. If there is no target or the target avoids this move by protecting itself, the user's held item is still lost. The user can regain a thrown item with Recycle or the Harvest Ability. Fails if the user has no held item, if the held item cannot be thrown, if the user is under the effect of Embargo or Magic Room, or if the user has the Klutz Ability.",
"Floral Healing","Fairy","Status",0,true,10,0,"normal","The target restores 1/2 of its maximum HP, rounded half up. If the terrain is Grassy Terrain, the target instead restores 2/3 of its maximum HP, rounded half down.",
"Flower Shield","Fairy","Status",0,true,10,0,"all","Raises the Defense of all active Grass-type Pokemon by 1 stage. Fails if there are no active Grass-type Pokemon.",
"Fly","Flying","Physical",90,95,15,0,"any","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",
"Flying Press","Fighting","Physical",100,95,10,0,"any","This move combines Flying in its type effectiveness against the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Focus Blast","Fighting","Special",120,70,5,0,"normal","Has a 10% chance to lower the target's Special Defense by 1 stage.",
"Focus Energy","Normal","Status",0,true,30,0,"self","Raises the user's chance for a critical hit by 2 stages. Fails if the user already has the effect. Baton Pass can be used to transfer this effect to an ally.",
"Focus Punch","Fighting","Physical",150,100,20,-3,"normal","The user loses its focus and does nothing if it is hit by a damaging attack this turn before it can execute the move.",
"Follow Me","Normal","Status",0,true,20,2,"self","Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",
"Force Palm","Fighting","Physical",60,100,10,0,"normal","Has a 30% chance to paralyze the target.",
"Foresight","Normal","Status",0,true,40,0,"normal","As long as the target remains active, its evasiveness stat stage is ignored during accuracy checks against it if it is greater than 0, and Normal- and Fighting-type attacks can hit the target if it is a Ghost type. Fails if the target is already affected, or affected by Miracle Eye or Odor Sleuth.",
"Forest's Curse","Grass","Status",0,100,20,0,"normal","Causes the Grass type to be added to the target, effectively making it have two or three types. Fails if the target is already a Grass type. If Trick-or-Treat adds a type to the target, it replaces the type added by this move and vice versa.",
"Foul Play","Dark","Physical",95,100,15,0,"normal","Damage is calculated using the target's Attack stat, including stat stage changes. The user's Ability, item, and burn are used as normal.",
"Freeze Shock","Ice","Physical",140,90,5,0,"normal","Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",
"Freeze-Dry","Ice","Special",70,100,20,0,"normal","Has a 10% chance to freeze the target. This move's type effectiveness against Water is changed to be super effective no matter what this move's type is.",
"Frenzy Plant","Grass","Special",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Frost Breath","Ice","Special",60,90,10,0,"normal","This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.",
"Frustration","Normal","Physical",0,100,20,0,"normal","Power is equal to the greater of ((255 - user's Happiness) * 2/5), rounded down, or 1.",
"Fury Attack","Normal","Physical",15,85,20,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Fury Cutter","Bug","Physical",40,95,20,0,"normal","Power doubles with each successful hit, up to a maximum of 160 power. The power is reset if this move misses or another move is used.",
"Fury Swipes","Normal","Physical",18,80,15,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Fusion Bolt","Electric","Physical",100,100,5,0,"normal","Power doubles if the last move used by any Pokemon this turn was Fusion Flare.",
"Fusion Flare","Fire","Special",100,100,5,0,"normal","Power doubles if the last move used by any Pokemon this turn was Fusion Bolt.",
"Future Sight","Psychic","Special",120,100,10,0,"normal","Deals damage two turns after this move is used. At the end of that turn, the damage is calculated at that time and dealt to the Pokemon at the position the target had when the move was used. If the user is no longer active at the time, damage is calculated based on the user's natural Special Attack stat, types, and level, with no boosts from its held item or Ability. Fails if this move or Doom Desire is already in effect for the target's position.",
"Gastro Acid","Poison","Status",0,100,10,0,"normal","Causes the target's Ability to be rendered ineffective as long as it remains active. If the target uses Baton Pass, the replacement will remain under this effect. If the target's Ability is Battle Bond, Comatose, Disguise, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, or Zen Mode, this move fails, and receiving the effect through Baton Pass ends the effect immediately.",
"Gear Grind","Steel","Physical",50,85,15,0,"normal","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",
"Gear Up","Steel","Status",0,true,20,0,"allySide","Raises the Attack and Special Attack of Pokemon on the user's side with the Plus or Minus Abilities by 1 stage.",
"Genesis Supernova","Psychic","Special",185,true,1,0,"normal","If this move is successful, the terrain becomes Psychic Terrain.",
"Geomancy","Fairy","Status",0,true,10,0,"self","Raises the user's Special Attack, Special Defense, and Speed by 2 stages. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",
"Giga Drain","Grass","Special",75,100,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Giga Impact","Normal","Physical",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Gigavolt Havoc","Electric","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Glaciate","Ice","Special",65,95,10,0,"allAdjacentFoes","Has a 100% chance to lower the target's Speed by 1 stage.",
"Glare","Normal","Status",0,100,30,0,"normal","Paralyzes the target.",
"Grass Knot","Grass","Special",0,100,20,0,"normal","This move's power is 20 if the target weighs less than 10 kg, 40 if less than 25 kg, 60 if less than 50 kg, 80 if less than 100 kg, 100 if less than 200 kg, and 120 if greater than or equal to 200 kg.",
"Grass Pledge","Grass","Special",80,100,10,0,"normal","If one of the user's allies chose to use Fire Pledge or Water Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Fire Pledge, the ally uses Fire Pledge with 150 power and a sea of fire appears on the target's side for 4 turns, which causes damage to non-Fire types equal to 1/8 of their maximum HP, rounded down, at the end of each turn during effect, including the last turn. If combined with Water Pledge, the ally uses Grass Pledge with 150 power and a swamp appears on the target's side for 4 turns, which quarters the Speed of each Pokemon on that side. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Grass Gem.",
"Grass Whistle","Grass","Status",0,55,15,0,"normal","Causes the target to fall asleep.",
"Grassy Terrain","Grass","Status",0,true,10,0,"all","For 5 turns, the terrain becomes Grassy Terrain. During the effect, the power of Grass-type attacks used by grounded Pokemon is multiplied by 1.5, the power of Bulldoze, Earthquake, and Magnitude used against grounded Pokemon is multiplied by 0.5, and grounded Pokemon have 1/16 of their maximum HP, rounded down, restored at the end of each turn, including the last turn. Camouflage transforms the user into a Grass type, Nature Power becomes Energy Ball, and Secret Power has a 30% chance to cause sleep. Fails if the current terrain is Grassy Terrain.",
"Gravity","Psychic","Status",0,true,5,0,"all","For 5 turns, the evasiveness of all active Pokemon is multiplied by 0.6. At the time of use, Bounce, Fly, Magnet Rise, Sky Drop, and Telekinesis end immediately for all active Pokemon. During the effect, Bounce, Fly, Flying Press, High Jump Kick, Jump Kick, Magnet Rise, Sky Drop, Splash, and Telekinesis are prevented from being used by all active Pokemon. Ground-type attacks, Spikes, Toxic Spikes, Sticky Web, and the Arena Trap Ability can affect Flying types or Pokemon with the Levitate Ability. Fails if this move is already in effect. Relevant Z-Powered moves can still be selected, but will be prevented at execution during this effect.",
"Growl","Normal","Status",0,100,40,0,"allAdjacentFoes","Lowers the target's Attack by 1 stage.",
"Growth","Normal","Status",0,true,20,0,"self","Raises the user's Attack and Special Attack by 1 stage. If the weather is Sunny Day or Desolate Land, this move raises the user's Attack and Special Attack by 2 stages.",
"Grudge","Ghost","Status",0,true,5,0,"self","Until the user's next turn, if an opposing Pokemon's attack knocks the user out, that move loses all its remaining PP.",
"Guard Split","Psychic","Status",0,true,10,0,"normal","The user and the target have their Defense and Special Defense stats set to be equal to the average of the user and the target's Defense and Special Defense stats, respectively, rounded down. Stat stage changes are unaffected.",
"Guard Swap","Psychic","Status",0,true,10,0,"normal","The user swaps its Defense and Special Defense stat stage changes with the target.",
"Guardian of Alola","Fairy","Special",0,true,1,0,"normal","Deals damage to the target equal to 3/4 of its current HP, rounded down, but not less than 1 HP.",
"Guillotine","Normal","Physical",0,30,5,0,"normal","Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",
"Gunk Shot","Poison","Physical",120,80,5,0,"normal","Has a 30% chance to poison the target.",
"Gust","Flying","Special",40,100,35,0,"any","Power doubles if the target is using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop.",
"Gyro Ball","Steel","Physical",0,100,5,0,"normal","Power is equal to (25 * target's current Speed / user's current Speed) + 1, rounded down, but not more than 150. If the user's current Speed is 0, this move's power is 1.",
"Hail","Ice","Status",0,true,10,0,"all","For 5 turns, the weather becomes Hail. At the end of each turn except the last, all active Pokemon lose 1/16 of their maximum HP, rounded down, unless they are an Ice type or have the Ice Body, Magic Guard, Overcoat, or Snow Cloak Abilities. Lasts for 8 turns if the user is holding Icy Rock. Fails if the current weather is Hail.",
"Hammer Arm","Fighting","Physical",100,90,10,0,"normal","Lowers the user's Speed by 1 stage.",
"Happy Hour","Normal","Status",0,true,30,0,"allySide","No competitive use.",
"Harden","Normal","Status",0,true,30,0,"self","Raises the user's Defense by 1 stage.",
"Haze","Ice","Status",0,true,30,0,"all","Resets the stat stages of all active Pokemon to 0.",
"Head Charge","Normal","Physical",120,100,15,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",
"Head Smash","Rock","Physical",150,80,5,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/2 the HP lost by the target, rounded half up, but not less than 1 HP.",
"Headbutt","Normal","Physical",70,100,15,0,"normal","Has a 30% chance to make the target flinch.",
"Heal Bell","Normal","Status",0,true,5,0,"allyTeam","Every Pokemon in the user's party is cured of its non-volatile status condition. Active Pokemon with the Soundproof Ability are not cured.",
"Heal Block","Psychic","Status",0,100,15,0,"allAdjacentFoes","For 5 turns, the target is prevented from restoring any HP as long as it remains active. During the effect, healing and draining moves are unusable, and Abilities and items that grant healing will not heal the user. If an affected Pokemon uses Baton Pass, the replacement will remain unable to restore its HP. Pain Split and the Regenerator Ability are unaffected. Relevant Z-Powered moves can still be selected and executed during this effect.",
"Heal Order","Bug","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up.",
"Heal Pulse","Psychic","Status",0,true,10,0,"any","The target restores 1/2 of its maximum HP, rounded half up. If the user has the Mega Launcher Ability, the target instead restores 3/4 of its maximum HP, rounded half down.",
"Healing Wish","Psychic","Status",0,true,10,0,"self","The user faints and the Pokemon brought out to replace it has its HP fully restored along with having any non-volatile status condition cured. The new Pokemon is sent out at the end of the turn, and the healing happens before hazards take effect. Fails if the user is the last unfainted Pokemon in its party.",
"Heart Stamp","Psychic","Physical",60,100,25,0,"normal","Has a 30% chance to make the target flinch.",
"Heart Swap","Psychic","Status",0,true,10,0,"normal","The user swaps all its stat stage changes with the target.",
"Heat Crash","Fire","Physical",0,100,10,0,"normal","The power of this move depends on (user's weight / target's weight), rounded down. Power is equal to 120 if the result is 5 or more, 100 if 4, 80 if 3, 60 if 2, and 40 if 1 or less. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Heat Wave","Fire","Special",95,90,10,0,"allAdjacentFoes","Has a 10% chance to burn the target.",
"Heavy Slam","Steel","Physical",0,100,10,0,"normal","The power of this move depends on (user's weight / target's weight), rounded down. Power is equal to 120 if the result is 5 or more, 100 if 4, 80 if 3, 60 if 2, and 40 if 1 or less. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Helping Hand","Normal","Status",0,true,20,5,"adjacentAlly","The power of the target's attack this turn is multiplied by 1.5 (this effect is stackable). Fails if there is no ally adjacent to the user or if the ally already moved this turn, but does not fail if the ally is using a two-turn move.",
"Hex","Ghost","Special",65,100,10,0,"normal","Power doubles if the target has a non-volatile status condition.",
"Hidden Power","Normal","Special",60,100,15,0,"normal","This move's type depends on the user's individual values (IVs), and can be any type but Fairy and Normal.",
"Hidden Power Bug","Bug","Special",60,100,15,0,"normal","",
"Hidden Power Dark","Dark","Special",60,100,15,0,"normal","",
"Hidden Power Dragon","Dragon","Special",60,100,15,0,"normal","",
"Hidden Power Electric","Electric","Special",60,100,15,0,"normal","",
"Hidden Power Fighting","Fighting","Special",60,100,15,0,"normal","",
"Hidden Power Fire","Fire","Special",60,100,15,0,"normal","",
"Hidden Power Flying","Flying","Special",60,100,15,0,"normal","",
"Hidden Power Ghost","Ghost","Special",60,100,15,0,"normal","",
"Hidden Power Grass","Grass","Special",60,100,15,0,"normal","",
"Hidden Power Ground","Ground","Special",60,100,15,0,"normal","",
"Hidden Power Ice","Ice","Special",60,100,15,0,"normal","",
"Hidden Power Poison","Poison","Special",60,100,15,0,"normal","",
"Hidden Power Psychic","Psychic","Special",60,100,15,0,"normal","",
"Hidden Power Rock","Rock","Special",60,100,15,0,"normal","",
"Hidden Power Steel","Steel","Special",60,100,15,0,"normal","",
"Hidden Power Water","Water","Special",60,100,15,0,"normal","",
"High Horsepower","Ground","Physical",95,95,10,0,"normal","No additional effect.",
"High Jump Kick","Fighting","Physical",130,90,10,0,"normal","If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage.",
"Hold Back","Normal","Physical",40,100,40,0,"normal","Leaves the target with at least 1 HP.",
"Hold Hands","Normal","Status",0,true,40,0,"adjacentAlly","No competitive use. Fails if there is no ally adjacent to the user.",
"Hone Claws","Dark","Status",0,true,15,0,"self","Raises the user's Attack and accuracy by 1 stage.",
"Horn Attack","Normal","Physical",65,100,25,0,"normal","No additional effect.",
"Horn Drill","Normal","Physical",0,30,5,0,"normal","Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",
"Horn Leech","Grass","Physical",75,100,10,0,"normal","The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",
"Howl","Normal","Status",0,true,40,0,"self","Raises the user's Attack by 1 stage.",
"Hurricane","Flying","Special",110,70,10,0,"any","Has a 30% chance to confuse the target. This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop. If the weather is Primordial Sea or Rain Dance, this move does not check accuracy. If the weather is Desolate Land or Sunny Day, this move's accuracy is 50%.",
"Hydro Cannon","Water","Special",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Hydro Pump","Water","Special",110,80,5,0,"normal","No additional effect.",
"Hydro Vortex","Water","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Hyper Beam","Normal","Special",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Hyper Fang","Normal","Physical",80,90,15,0,"normal","Has a 10% chance to make the target flinch.",
"Hyper Voice","Normal","Special",90,100,10,0,"allAdjacentFoes","No additional effect.",
"Hyperspace Fury","Dark","Physical",100,true,5,0,"normal","Lowers the user's Defense by 1 stage. This move cannot be used successfully unless the user's current form, while considering Transform, is Hoopa Unbound. If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.",
"Hyperspace Hole","Psychic","Special",80,true,5,0,"normal","If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.",
"Hypnosis","Psychic","Status",0,60,20,0,"normal","Causes the target to fall asleep.",
"Ice Ball","Ice","Physical",30,90,20,0,"normal","If this move is successful, the user is locked into this move and cannot make another move until it misses, 5 turns have passed, or the attack cannot be used. Power doubles with each successful hit of this move and doubles again if Defense Curl was used previously by the user. If this move is called by Sleep Talk, the move is used for one turn. If this move hits an active Disguise during the effect, the power multiplier is paused but the turn counter is not, potentially allowing the multiplier to be used on the user's next move after this effect ends.",
"Ice Beam","Ice","Special",90,100,10,0,"normal","Has a 10% chance to freeze the target.",
"Ice Burn","Ice","Special",140,90,5,0,"normal","Has a 30% chance to burn the target. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",
"Ice Fang","Ice","Physical",65,95,15,0,"normal","Has a 10% chance to freeze the target and a 10% chance to make it flinch.",
"Ice Hammer","Ice","Physical",100,90,10,0,"normal","Lowers the user's Speed by 1 stage.",
"Ice Punch","Ice","Physical",75,100,15,0,"normal","Has a 10% chance to freeze the target.",
"Ice Shard","Ice","Physical",40,100,30,1,"normal","No additional effect.",
"Icicle Crash","Ice","Physical",85,90,10,0,"normal","Has a 30% chance to make the target flinch.",
"Icicle Spear","Ice","Physical",25,100,30,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Icy Wind","Ice","Special",55,95,15,0,"allAdjacentFoes","Has a 100% chance to lower the target's Speed by 1 stage.",
"Imprison","Psychic","Status",0,true,10,0,"self","The user prevents all opposing Pokemon from using any moves that the user also knows as long as the user remains active. Z-Powered moves can still be selected and executed during this effect.",
"Incinerate","Fire","Special",60,100,15,0,"allAdjacentFoes","The target loses its held item if it is a Berry or a Gem. This move cannot cause Pokemon with the Sticky Hold Ability to lose their held item. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",
"Inferno","Fire","Special",100,50,5,0,"normal","Has a 100% chance to burn the target.",
"Inferno Overdrive","Fire","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Infestation","Bug","Special",20,100,20,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"Ingrain","Grass","Status",0,true,20,0,"self","The user has 1/16 of its maximum HP restored at the end of each turn, but it is prevented from switching out and other Pokemon cannot force the user to switch out. The user can still switch out if it uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the user leaves the field using Baton Pass, the replacement will remain trapped and still receive the healing effect. During the effect, the user can be hit normally by Ground-type attacks and be affected by Spikes, Toxic Spikes, and Sticky Web, even if the user is a Flying type or has the Levitate Ability.",
"Instruct","Psychic","Status",0,true,15,0,"normal","The target immediately uses its last used move. Fails if the target has not made a move, if the move has 0 PP, if the target is preparing to use Beak Blast, Focus Punch, or Shell Trap, or if the move is Assist, Beak Blast, Belch, Bide, Celebrate, Chatter, Copycat, Focus Punch, Hold Hands, Ice Ball, Instruct, King's Shield, Me First, Metronome, Mimic, Mirror Move, Nature Power, Outrage, Petal Dance, Rollout, Shell Trap, Sketch, Sleep Talk, Struggle, Thrash, Transform, Uproar, any two-turn move, any recharge move, or any Z-Move.",
"Ion Deluge","Electric","Status",0,true,25,1,"all","Causes Normal-type moves to become Electric type this turn. The effect happens after other effects that change a move's type.",
"Iron Defense","Steel","Status",0,true,15,0,"self","Raises the user's Defense by 2 stages.",
"Iron Head","Steel","Physical",80,100,15,0,"normal","Has a 30% chance to make the target flinch.",
"Iron Tail","Steel","Physical",100,75,15,0,"normal","Has a 30% chance to lower the target's Defense by 1 stage.",
"Judgment","Normal","Special",100,100,10,0,"normal","This move's type depends on the user's held Plate.",
"Jump Kick","Fighting","Physical",100,95,10,0,"normal","If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage.",
"Karate Chop","Fighting","Physical",50,100,25,0,"normal","Has a higher chance for a critical hit.",
"Kinesis","Psychic","Status",0,80,15,0,"normal","Lowers the target's accuracy by 1 stage.",
"King's Shield","Steel","Status",0,true,10,4,"self","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user have their Attack lowered by 2 stages. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
